master_id,order_channel,last_order_channel,first_order_date,last_order_date,last_order_date_online,last_order_date_offline,order_num_total_ever_online,order_num_total_ever_offline,customer_value_total_ever_offline,customer_value_total_ever_online,interested_in_categories_12,store_type
6d76fd08-445e-11ea-8b43-000d3a38a36f,Android App,Android App,2019-11-21,2021-05-01,2021-05-01,2020-02-09,4.0,3.0,316.43,460.93,[AKTIFCOCUK],A
5019ec56-b0df-11e9-9757-000d3a38a36f,Ios App,Offline,2018-11-19,2021-03-11,2020-05-14,2021-03-11,9.0,1.0,151.95,1493.65,"[ERKEK, KADIN]",A
5e9bf0d4-5bee-11ea-81bf-000d3a38a36f,Android App,Android App,2020-01-21,2020-11-12,2020-11-12,2020-03-01,1.0,2.0,224.21,209.0,[AKTIFSPOR],A
8729b8ba-5bd0-11ea-9aaa-000d3a38a36f,Mobile,Mobile,2020-02-16,2021-05-06,2021-05-06,2020-08-13,2.0,2.0,179.97,103.98,[ERKEK],A
ea2e2a28-24de-11ea-bf27-000d3a38a36f,Android App,Android App,2019-02-03,2020-11-11,2020-11-11,2019-02-03,1.0,1.0,99.99,129.99,[ERKEK],A
8e2924b6-2881-11ea-b87a-000d3a38a36f,Mobile,Offline,2019-11-06,2021-01-29,2021-01-25,2021-01-29,1.0,5.0,1090.33,231.15,[AKTIFSPOR],A
7c6761b2-aa40-11e9-a2fc-000d3a38a36f,Ios App,Android App,2016-08-05,2020-11-04,2020-11-04,2020-06-17,27.0,1.0,107.46,2720.28,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",A
e1c02e22-ac66-11e9-a2fc-000d3a38a36f,Android App,Offline,2017-06-21,2021-02-12,2020-03-17,2021-02-12,4.0,4.0,620.94,502.95,[],A
38c9274a-127f-11ea-a001-000d3a38a36f,Desktop,Desktop,2019-09-01,2021-04-16,2021-04-16,2020-12-03,2.0,4.0,714.44,329.68,"[ERKEK, KADIN, AKTIFSPOR]",A
da116b46-53dc-11ea-94d4-000d3a38a36f,Android App,Android App,2019-12-30,2020-11-28,2020-11-28,2020-09-01,1.0,3.0,369.97,91.98,"[AKTIFCOCUK, AKTIFSPOR]",A
3a987888-9dc1-11e9-9897-000d3a38a36f,Mobile,Mobile,2015-02-05,2021-02-09,2021-02-09,2020-01-09,20.0,1.0,39.99,2076.75,"[AKTIFCOCUK, COCUK, KADIN]","A,B"
49270968-9fa7-11e9-a2fc-000d3a38a36f,Desktop,Offline,2019-05-27,2021-04-29,2019-05-27,2021-04-29,1.0,4.0,400.84,326.89,"[KADIN, AKTIFSPOR]","A,B"
d11a281c-fa71-11e9-b138-000d3a38a36f,Ios App,Offline,2019-10-29,2020-12-16,2020-08-10,2020-12-16,2.0,2.0,194.98,202.48,"[ERKEK, AKTIFSPOR]",A
a5e9ca3e-d632-11e9-93bc-000d3a38a36f,Android App,Android App,2019-08-18,2020-07-06,2020-07-06,2019-08-18,1.0,1.0,19.99,35.99,[KADIN],A
a8b44e7e-d619-11e9-93bc-000d3a38a36f,Ios App,Android App,2019-08-15,2021-03-10,2021-03-10,2019-08-15,16.0,1.0,39.99,3189.9,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",A
cb41cc80-a812-11e9-a2fc-000d3a38a36f,Desktop,Offline,2015-09-11,2021-05-19,2015-09-11,2021-05-19,1.0,2.0,290.93,49.99,[COCUK],A
7b9a7fc8-a395-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-04-01,2021-01-27,2021-01-27,2019-04-01,1.0,1.0,239.99,215.92,[],"A,B"
bbf415ac-a426-11e9-a2fc-000d3a38a36f,Android App,Offline,2019-04-14,2021-04-07,2020-05-03,2021-04-07,1.0,3.0,339.97,228.96,[],A
c7a881ca-9f95-11e9-a2fc-000d3a38a36f,Android App,Android App,2017-10-24,2021-01-16,2021-01-16,2020-07-05,5.0,3.0,189.97,839.17,[AKTIFCOCUK],"A,B"
84b38c46-f127-11e9-9346-000d3a38a36f,Mobile,Mobile,2019-10-15,2021-04-28,2021-04-28,2019-10-15,1.0,1.0,209.89,179.0,[],"A,C"
b7a8f9a0-a5ba-11e9-a2fc-000d3a38a36f,Mobile,Offline,2015-06-18,2021-04-20,2020-03-14,2021-04-20,9.0,1.0,122.97,638.89,[KADIN],A
3113ddac-1a49-11ea-941b-000d3a38a36f,Desktop,Desktop,2019-11-27,2021-05-04,2021-05-04,2019-11-27,1.0,1.0,224.96,181.08,[],A
c4e88ce8-56b8-11ea-b9b9-000d3a38a36f,Android App,Android App,2019-12-10,2021-02-25,2021-02-25,2019-12-10,3.0,1.0,149.99,653.55,[AKTIFSPOR],A
a8fcb4c2-28e1-11eb-b7dd-000d3a38a36f,Ios App,Ios App,2020-11-17,2021-03-02,2021-03-02,2020-11-17,1.0,1.0,230.72,134.99,"[ERKEK, COCUK]","A,B"
c458a47c-b021-11e9-9757-000d3a38a36f,Android App,Android App,2017-03-07,2020-09-29,2020-09-29,2020-09-07,22.0,4.0,309.95,1568.5,"[ERKEK, KADIN, AKTIFSPOR]","A,B"
203e7c40-58c2-11eb-9e65-000d3a38a36f,Mobile,Offline,2021-01-17,2021-01-27,2021-01-17,2021-01-27,1.0,1.0,59.99,179.97,"[ERKEK, KADIN]",A
0af3216e-5bd5-11ea-9fdb-000d3a38a36f,Mobile,Mobile,2020-01-28,2020-11-25,2020-11-25,2020-01-28,1.0,1.0,100.49,223.98,[AKTIFSPOR],A
7535fc0e-1e6d-11ea-aa32-000d3a38a36f,Android App,Android App,2019-02-17,2021-04-20,2021-04-20,2019-02-17,1.0,1.0,99.99,404.99,[],"A,B"
e44aab10-a1a6-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-02-24,2021-05-01,2021-05-01,2020-11-01,2.0,2.0,139.98,189.98,[AKTIFSPOR],A
611be712-a7b0-11e9-a2fc-000d3a38a36f,Desktop,Offline,2015-04-18,2021-03-05,2015-04-18,2021-03-05,1.0,2.0,469.98,125.99,[AKTIFSPOR],"A,B"
8ed799d0-5ba1-11ea-a035-000d3a38a36f,Android App,Android App,2019-12-28,2021-05-18,2021-05-18,2019-12-28,9.0,1.0,114.99,633.32,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]",A
cacda436-2f6b-11eb-9c24-000d3a38a36f,Desktop,Offline,2020-11-25,2021-03-06,2020-11-25,2021-03-06,1.0,1.0,279.96,295.92,[AKTIFSPOR],"A,B"
f98175f8-a85a-11e9-a2fc-000d3a38a36f,Desktop,Desktop,2015-04-22,2021-01-06,2021-01-06,2020-11-27,17.0,1.0,30.49,3097.59,"[AKTIFCOCUK, ERKEK, COCUK]",A
5fba572e-b15a-11e9-9757-000d3a38a36f,Desktop,Desktop,2014-06-28,2020-11-04,2020-11-04,2020-09-30,4.0,1.0,60.49,324.17,"[COCUK, KADIN]",A
9450c314-ac7e-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-02-15,2020-06-22,2020-06-22,2019-12-09,7.0,3.0,249.96,503.93,[KADIN],A
51929582-d6bf-11e9-93bc-000d3a38a36f,Ios App,Ios App,2019-08-31,2020-08-11,2020-08-11,2019-10-16,3.0,1.0,99.99,286.97,[AKTIFSPOR],A
e2325c6e-af08-11e9-a2fc-000d3a38a36f,Ios App,Offline,2019-12-26,2020-08-06,2019-12-26,2020-08-06,1.0,1.0,39.99,97.49,[KADIN],A
0f71c798-7126-11ea-adca-000d3a38a36f,Mobile,Mobile,2020-03-03,2021-01-10,2021-01-10,2020-03-03,2.0,1.0,145.49,94.98,[KADIN],A
8b4fa0f8-aff0-11e9-9757-000d3a38a36f,Android App,Android App,2020-01-03,2021-05-16,2021-05-16,2020-01-03,2.0,1.0,79.99,301.39,"[ERKEK, AKTIFSPOR]",A
60579334-12b4-11ea-a001-000d3a38a36f,Mobile,Mobile,2019-04-25,2020-10-07,2020-10-07,2019-04-25,2.0,1.0,124.99,124.89,[],A
77a0a176-4359-11eb-806e-000d3a38a36f,Ios App,Offline,2020-12-21,2021-02-24,2020-12-21,2021-02-24,1.0,1.0,314.98,99.99,"[ERKEK, KADIN, AKTIFSPOR]",A
69f4f41c-af73-11e9-a2fc-000d3a38a36f,Android App,Android App,2018-06-23,2021-01-08,2021-01-08,2020-08-18,16.0,2.0,190.72,2658.81,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",A
7683656e-85d9-11ea-a90b-000d3a38a36f,Android App,Offline,2020-05-24,2021-03-13,2020-05-24,2021-03-13,1.0,2.0,256.75,159.98,[ERKEK],A
cfe01b90-aad6-11e9-a2fc-000d3a38a36f,Android App,Offline,2017-07-25,2020-06-06,2020-04-16,2020-06-06,2.0,1.0,139.99,227.96,[AKTIFSPOR],A
24679300-2ab5-11eb-b280-000d3a38a36f,Android App,Offline,2019-07-07,2021-01-06,2021-01-01,2021-01-06,1.0,7.0,1631.26,134.99,"[ERKEK, KADIN, AKTIFSPOR]",A
f5e199ce-2059-11ea-87bf-000d3a38a36f,Android App,Android App,2019-08-22,2020-06-19,2020-06-19,2019-08-22,1.0,1.0,59.99,149.98,"[KADIN, AKTIFSPOR]",A
b7717fe2-a2b9-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-03-17,2021-04-12,2021-04-12,2019-03-17,3.0,1.0,69.99,806.41,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]",A
0a565d2c-d631-11e9-93bc-000d3a38a36f,Android App,Android App,2019-08-18,2020-08-03,2020-08-03,2019-08-18,1.0,1.0,99.99,79.99,[ERKEK],"A,B"
df46cf20-abd5-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2018-02-11,2021-04-07,2021-04-07,2020-07-05,3.0,4.0,726.41,395.16,"[AKTIFCOCUK, ERKEK, COCUK]","A,B"
1bc1fcf0-b0d5-11e9-9757-000d3a38a36f,Mobile,Offline,2019-04-20,2020-09-14,2019-04-27,2020-09-14,1.0,3.0,300.47,129.99,[KADIN],A
54242058-aa1f-11e9-a2fc-000d3a38a36f,Desktop,Desktop,2019-11-18,2020-06-23,2020-06-23,2019-12-24,2.0,3.0,389.97,219.96,"[AKTIFCOCUK, COCUK]",A
22fc79d8-898c-11ea-a6e7-000d3a38a36f,Ios App,Mobile,2019-10-19,2020-11-25,2020-11-25,2019-10-19,2.0,1.0,119.99,420.97,[AKTIFSPOR],"A,B"
d023a6da-9e97-11e9-9897-000d3a38a36f,Mobile,Desktop,2015-07-19,2021-02-10,2021-02-10,2019-10-10,4.0,1.0,39.99,189.95,[],"A,B"
44e17ce4-5bc1-11eb-8dbd-000d3a38a36f,Android App,Offline,2021-01-21,2021-02-05,2021-01-21,2021-02-05,1.0,1.0,354.98,274.75,"[AKTIFCOCUK, KADIN, AKTIFSPOR]","A,B"
8b30ff7e-b1ec-11e9-89fa-000d3a38a36f,Mobile,Offline,2019-07-22,2021-02-12,2019-07-22,2021-02-12,1.0,1.0,99.99,259.99,[ERKEK],A
e8b41afa-ab52-11e9-a2fc-000d3a38a36f,Desktop,Desktop,2017-01-12,2020-12-05,2020-12-05,2020-07-15,7.0,3.0,220.97,926.14,"[KADIN, AKTIFSPOR]",A
c1a12f06-25f1-11ea-8e1c-000d3a38a36f,Ios App,Ios App,2019-08-23,2021-04-21,2021-04-21,2019-12-15,1.0,2.0,279.97,148.98,[AKTIFCOCUK],A
fc131862-2758-11ea-aaaa-000d3a38a36f,Ios App,Ios App,2021-03-07,2021-05-02,2021-05-02,2021-03-07,2.0,2.0,239.98,152.98,[AKTIFCOCUK],A
a973121a-a8eb-11e9-a2fc-000d3a38a36f,Android App,Android App,2015-08-14,2021-03-18,2021-03-18,2019-08-25,4.0,1.0,59.99,499.85,[ERKEK],A
a02c3794-1845-11ea-9213-000d3a38a36f,Android App,Android App,2019-09-05,2020-11-13,2020-11-13,2020-10-21,1.0,2.0,345.63,99.99,[KADIN],A
b56c7662-b000-11e9-9757-000d3a38a36f,Mobile,Mobile,2019-03-19,2020-11-11,2020-11-11,2020-02-15,2.0,1.0,103.47,256.98,[ERKEK],A
6ab10dd2-d66a-11e9-93bc-000d3a38a36f,Ios App,Offline,2019-08-14,2020-07-08,2020-03-15,2020-07-08,2.0,3.0,487.94,219.98,[AKTIFSPOR],A
e71046e0-a5a0-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2018-12-04,2020-12-27,2020-12-27,2019-06-24,10.0,1.0,99.99,3843.47,"[ERKEK, KADIN, AKTIFSPOR]",A
3438d892-a5dd-11e9-a2fc-000d3a38a36f,Android App,Mobile,2018-12-18,2020-11-17,2020-11-17,2020-01-23,3.0,1.0,167.97,296.06,[AKTIFSPOR],A
2f38ef56-5b47-11ea-8511-000d3a38a36f,Ios App,Ios App,2020-01-30,2021-05-16,2021-05-16,2020-03-05,1.0,2.0,269.97,169.0,[],"A,B"
17d5acfc-8079-11eb-af8c-000d3a38a36f,Android App,Android App,2021-03-08,2021-04-22,2021-04-22,2021-03-08,2.0,1.0,209.87,209.98,"[ERKEK, KADIN]",A
b9607b54-4e18-11ea-99ba-000d3a38a36f,Android App,Android App,2019-07-16,2020-06-18,2020-06-18,2019-07-16,1.0,1.0,59.99,53.99,[KADIN],A
6d2ee67c-11c7-11ea-af12-000d3a38a36f,Android App,Android App,2019-11-09,2020-07-31,2020-07-31,2020-03-13,1.0,2.0,403.46,349.89,"[KADIN, AKTIFSPOR]",A
0f579752-a3ad-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-04-03,2020-06-14,2020-06-14,2019-04-03,2.0,1.0,82.98,165.98,[KADIN],A
017d86e2-5599-11eb-9e65-000d3a38a36f,Mobile,Offline,2021-01-13,2021-01-18,2021-01-13,2021-01-18,1.0,1.0,59.99,94.98,"[AKTIFCOCUK, KADIN]",A
b367fdbe-2715-11ea-aaaa-000d3a38a36f,Android App,Android App,2019-08-30,2020-09-03,2020-09-03,2019-08-30,16.0,1.0,96.98,1889.82,[],A
8f883c5c-51d5-11ea-a243-000d3a38a36f,Mobile,Mobile,2019-12-05,2020-11-12,2020-11-12,2020-10-02,1.0,2.0,90.48,129.99,"[KADIN, AKTIFSPOR]",A
e59c6194-6d06-11ea-84a8-000d3a38a36f,Ios App,Ios App,2020-02-06,2020-10-12,2020-10-12,2020-02-06,1.0,1.0,70.49,134.99,[ERKEK],A
f4546fd8-28a5-11ea-b87a-000d3a38a36f,Android App,Android App,2019-03-30,2020-06-26,2020-06-26,2019-09-17,1.0,2.0,309.97,149.99,[ERKEK],A
8dfae0da-a7bf-11e9-a2fc-000d3a38a36f,Android App,Android App,2017-02-27,2020-07-04,2020-07-04,2019-12-05,4.0,1.0,119.98,418.48,[AKTIFSPOR],"A,B"
aae88ace-afd7-11e9-9757-000d3a38a36f,Android App,Android App,2019-02-18,2021-03-22,2021-03-22,2019-02-18,5.0,1.0,379.95,1149.82,"[ERKEK, KADIN, AKTIFSPOR]",A
b51579e6-a86e-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2015-05-03,2020-10-19,2020-10-19,2019-11-08,8.0,2.0,104.97,1042.65,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]",A
a114c89c-b02b-11e9-9757-000d3a38a36f,Android App,Android App,2019-04-10,2021-05-21,2021-05-21,2019-11-25,1.0,3.0,674.92,84.5,[],A
b188fd0e-23c3-11ea-8523-000d3a38a36f,Ios App,Ios App,2019-08-07,2021-02-03,2021-02-03,2021-01-18,1.0,2.0,170.87,172.98,"[KADIN, AKTIFSPOR]",A
e8c84d0a-192e-11ea-b6a2-000d3a38a36f,Mobile,Offline,2019-11-26,2020-06-04,2020-05-31,2020-06-04,2.0,2.0,204.97,285.91,"[ERKEK, COCUK, AKTIFSPOR]","A,B"
c11940de-1956-11ea-b6a2-000d3a38a36f,Android App,Android App,2019-10-16,2020-06-21,2020-06-21,2019-10-16,3.0,1.0,109.99,427.44,"[ERKEK, AKTIFSPOR]",A
7d27dce8-a2a3-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-03-16,2021-05-09,2021-05-09,2019-03-16,4.0,1.0,119.98,834.32,"[COCUK, AKTIFSPOR]",A
177082c8-fc35-11ea-a045-000d3a38a36f,Desktop,Desktop,2020-09-21,2020-09-22,2020-09-22,2020-09-21,3.0,1.0,317.64,329.97,"[KADIN, AKTIFSPOR]",A
b51221d8-ab5c-11e9-a2fc-000d3a38a36f,Android App,Android App,2017-12-17,2020-11-28,2020-11-28,2019-11-11,8.0,1.0,39.99,727.93,"[ERKEK, KADIN]",A
07409d72-adce-11e9-a2fc-000d3a38a36f,Desktop,Desktop,2019-03-28,2020-06-01,2020-06-01,2020-01-06,3.0,3.0,449.95,532.44,[KADIN],A
af77327c-d636-11e9-93bc-000d3a38a36f,Android App,Android App,2019-08-19,2021-03-09,2021-03-09,2019-08-19,7.0,1.0,96.98,628.75,[],A
aaef8716-a19a-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-02-24,2020-11-28,2020-11-28,2020-10-28,2.0,3.0,260.97,227.98,"[ERKEK, KADIN]",A
7c090bf2-ddb8-11e9-9cd3-000d3a38a36f,Android App,Mobile,2019-09-19,2020-07-12,2020-07-12,2019-09-19,2.0,1.0,139.98,173.97,[AKTIFSPOR],A
e9bcded0-a84d-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2015-12-06,2021-04-29,2021-04-29,2021-04-12,2.0,1.0,329.99,760.14,[AKTIFSPOR],"A,B"
62561752-a6ec-11e9-a2fc-000d3a38a36f,Android App,Android App,2014-04-17,2021-02-12,2021-02-12,2019-05-11,4.0,1.0,79.99,284.86,[AKTIFCOCUK],A
ee1d47ac-51d6-11ea-a243-000d3a38a36f,Mobile,Mobile,2019-12-05,2021-01-17,2021-01-17,2019-12-05,1.0,1.0,316.96,810.15,[ERKEK],A
c371c78e-ae99-11e9-a2fc-000d3a38a36f,Android App,Android App,2018-10-09,2021-05-02,2021-05-02,2019-11-15,7.0,1.0,129.98,1521.64,[AKTIFCOCUK],A
341159b0-3963-11ea-85d6-000d3a38a36f,Android App,Android App,2019-07-29,2021-05-13,2021-05-13,2020-02-17,2.0,5.0,435.43,123.18,[AKTIFCOCUK],A
fad7e8de-ad7c-11e9-a2fc-000d3a38a36f,Mobile,Offline,2017-12-06,2020-07-03,2020-07-02,2020-07-03,7.0,1.0,99.99,958.92,[AKTIFSPOR],A
d47ab492-7fc6-11ea-80af-000d3a38a36f,Android App,Offline,2020-04-16,2021-01-07,2020-04-16,2021-01-07,1.0,1.0,69.98,346.8,"[ERKEK, KADIN]",A
ac4f2894-2185-11ea-9618-000d3a38a36f,Mobile,Mobile,2019-09-15,2020-12-17,2020-12-17,2020-07-15,1.0,4.0,366.46,263.95,[AKTIFCOCUK],A
0c303ca6-9e16-11e9-9897-000d3a38a36f,Mobile,Offline,2017-11-12,2021-04-08,2020-09-08,2021-04-08,9.0,4.0,551.85,908.83,"[KADIN, AKTIFSPOR]","A,B"
12c383b0-5bae-11ea-bf09-000d3a38a36f,Android App,Desktop,2020-02-16,2021-05-06,2021-05-06,2020-02-16,3.0,1.0,319.95,476.95,[AKTIFCOCUK],A
d0654974-9f36-11e9-9897-000d3a38a36f,Mobile,Offline,2018-04-14,2020-12-28,2018-04-14,2020-12-28,2.0,1.0,165.73,167.98,[ERKEK],"A,B"
8a2bbac2-60f8-11ea-8dd8-000d3a38a36f,Android App,Android App,2021-05-17,2021-05-19,2021-05-19,2021-05-17,2.0,1.0,226.95,502.6,[KADIN],A
d707f00c-a1ce-11e9-a2fc-000d3a38a36f,Desktop,Desktop,2019-02-28,2021-01-19,2021-01-19,2020-03-13,1.0,5.0,362.94,101.99,[COCUK],A
5d19e91c-4007-11ea-aa6b-000d3a38a36f,Mobile,Offline,2019-11-19,2020-07-25,2020-04-21,2020-07-25,1.0,2.0,54.98,169.96,[KADIN],A
a5da5cc4-d647-11e9-93bc-000d3a38a36f,Mobile,Mobile,2019-08-21,2021-04-19,2021-04-19,2019-08-21,8.0,1.0,59.99,2982.52,[AKTIFSPOR],A
d666f0c8-5bc6-11ea-a63a-000d3a38a36f,Android App,Android App,2019-12-15,2021-02-04,2021-02-04,2020-02-28,3.0,3.0,388.7,363.79,[AKTIFSPOR],"A,B"
8244851a-6bcd-11eb-b5d7-000d3a38a36f,Android App,Offline,2021-02-10,2021-02-19,2021-02-11,2021-02-19,4.0,1.0,220.95,288.96,"[KADIN, AKTIFSPOR]",A
9770932a-283a-11ea-b87a-000d3a38a36f,Ios App,Ios App,2019-10-04,2020-12-20,2020-12-20,2020-01-30,1.0,2.0,117.96,189.99,[AKTIFSPOR],"A,B"
5285547c-9d6a-11e9-9897-000d3a38a36f,Android App,Desktop,2017-12-17,2021-05-02,2021-05-02,2020-08-14,11.0,1.0,59.99,1664.2,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","A,B"
5aebe07c-a91d-11e9-a2fc-000d3a38a36f,Desktop,Offline,2018-06-22,2021-05-25,2019-05-15,2021-05-25,3.0,1.0,209.98,157.99,[],"A,B"
6bcae966-1168-11ea-8872-000d3a38a36f,Ios App,Offline,2020-07-04,2020-09-26,2020-07-04,2020-09-26,2.0,1.0,149.99,385.97,"[ERKEK, AKTIFSPOR]","A,B"
d92f180c-a786-11e9-a2fc-000d3a38a36f,Desktop,Offline,2014-11-01,2020-07-18,2015-07-23,2020-07-18,3.0,3.0,343.46,197.21,"[AKTIFCOCUK, ERKEK]",A
9de867fe-c4e4-11ea-98f7-000d3a38a36f,Mobile,Mobile,2020-07-09,2021-05-30,2021-05-30,2020-07-09,1.0,1.0,80.48,389.88,"[AKTIFCOCUK, COCUK]",A
c77eea0a-d68a-11e9-93bc-000d3a38a36f,Android App,Offline,2019-08-27,2021-01-12,2020-04-27,2021-01-12,3.0,2.0,119.98,479.92,[AKTIFCOCUK],A
653a4324-9de3-11e9-9897-000d3a38a36f,Ios App,Ios App,2018-03-16,2021-04-06,2021-04-06,2020-12-14,15.0,2.0,980.38,2817.58,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]","A,B"
7c74a5fe-4656-11ea-b6c0-000d3a38a36f,Android App,Android App,2019-08-04,2021-04-23,2021-04-23,2019-10-12,1.0,2.0,99.97,95.99,[],A
bb8bf66c-7e68-11ea-80af-000d3a38a36f,Android App,Offline,2020-04-15,2021-03-25,2020-05-11,2021-03-25,2.0,1.0,129.96,114.98,[KADIN],A
537cdf5e-50c9-11ea-99ba-000d3a38a36f,Android App,Android App,2020-11-28,2021-03-16,2021-03-16,2020-11-28,1.0,3.0,210.72,249.98,"[ERKEK, KADIN, AKTIFSPOR]","A,B"
afdf4a20-24aa-11ea-bf27-000d3a38a36f,Mobile,Mobile,2019-10-29,2021-02-14,2021-02-14,2019-10-29,1.0,1.0,79.99,85.98,[AKTIFCOCUK],A
62b0f1e6-d675-11e9-93bc-000d3a38a36f,Android App,Android App,2019-08-24,2020-12-20,2020-12-20,2019-08-24,2.0,1.0,119.99,520.9,[KADIN],A
8f7fdcd2-2017-11ea-87bf-000d3a38a36f,Android App,Android App,2019-02-16,2021-05-29,2021-05-29,2019-02-16,1.0,1.0,79.99,471.92,[],"A,B"
7068b27c-f3be-11e9-9346-000d3a38a36f,Android App,Android App,2019-02-23,2020-11-11,2020-11-11,2019-09-08,3.0,3.0,159.96,487.4,"[COCUK, KADIN]",A
bd190ac2-bbbe-11ea-a0c9-000d3a38a36f,Android App,Android App,2019-02-20,2020-12-18,2020-12-18,2020-11-10,2.0,4.0,598.17,412.94,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",A
107ea342-e1f0-11e9-957d-000d3a38a36f,Android App,Android App,2019-09-28,2021-03-27,2021-03-27,2021-03-23,2.0,2.0,329.98,573.91,[],"A,B"
40d4776c-a5d4-11ea-bd63-000d3a38a36f,Android App,Desktop,2020-06-02,2021-05-20,2021-05-20,2020-11-14,2.0,1.0,129.99,875.04,"[COCUK, AKTIFSPOR]",A
ee7195f2-a8c4-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2016-02-07,2021-03-31,2021-03-31,2019-03-23,5.0,1.0,49.99,595.04,[],A
bf39655c-f35c-11e9-9346-000d3a38a36f,Android App,Android App,2019-10-20,2021-05-04,2021-05-04,2019-10-20,8.0,1.0,339.98,1020.41,"[ERKEK, COCUK, AKTIFSPOR]",A
21b3e688-a508-11e9-a2fc-000d3a38a36f,Desktop,Offline,2018-07-18,2021-03-06,2018-07-18,2021-03-06,1.0,3.0,110.86,60.0,[COCUK],"A,B"
4982662a-a84c-11e9-a2fc-000d3a38a36f,Desktop,Offline,2015-12-05,2021-04-09,2015-12-05,2021-04-09,1.0,3.0,629.96,49.99,[],"A,B"
910baac6-5b55-11ea-bbee-000d3a38a36f,Mobile,Mobile,2020-01-22,2021-04-25,2021-04-25,2020-01-22,1.0,1.0,89.99,76.99,[],A
ca06a0e8-af38-11e9-a2fc-000d3a38a36f,Mobile,Offline,2018-12-10,2020-09-12,2018-12-10,2020-09-12,1.0,1.0,29.99,114.99,[KADIN],A
098fbcda-9f13-11e9-9897-000d3a38a36f,Ios App,Mobile,2019-04-14,2020-09-14,2020-09-14,2020-02-15,3.0,1.0,79.99,262.45,[COCUK],"A,B"
6f976e4e-5b40-11ea-8de4-000d3a38a36f,Ios App,Ios App,2019-12-29,2020-11-28,2020-11-28,2019-12-29,2.0,1.0,279.97,454.43,[ERKEK],A
b110cae4-5bb0-11ea-ab5e-000d3a38a36f,Desktop,Desktop,2020-01-03,2021-02-04,2021-02-04,2020-01-03,1.0,1.0,15.99,391.4,[AKTIFSPOR],A
313dbfe6-43fc-11ea-8b43-000d3a38a36f,Desktop,Desktop,2019-08-06,2021-05-16,2021-05-16,2019-08-06,2.0,1.0,69.99,285.98,"[COCUK, KADIN]",A
74e273a8-a2b8-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-03-17,2020-07-24,2020-07-24,2019-09-02,1.0,2.0,229.97,79.99,[COCUK],"A,B"
06f1956c-aeda-11e9-a2fc-000d3a38a36f,Android App,Offline,2018-11-18,2021-03-09,2018-11-18,2021-03-09,2.0,1.0,14.88,259.96,[],A
d449439c-b124-11e9-9757-000d3a38a36f,Android App,Android App,2017-01-15,2020-09-12,2020-09-12,2019-11-02,23.0,1.0,145.98,1723.05,[KADIN],A
67bfff2c-a198-11e9-a2fc-000d3a38a36f,Desktop,Desktop,2019-02-24,2021-05-04,2021-05-04,2019-02-24,1.0,1.0,39.98,204.89,[ERKEK],A
632fd9de-85de-11ea-a90b-000d3a38a36f,Android App,Android App,2019-09-25,2021-04-27,2021-04-27,2019-09-25,1.0,2.0,419.96,267.98,[],"A,B"
02968374-ee0e-11e9-9346-000d3a38a36f,Mobile,Offline,2019-10-13,2020-08-04,2019-10-13,2020-08-04,1.0,2.0,432.96,139.99,"[KADIN, AKTIFSPOR]",A
724870ec-a72d-11e9-a2fc-000d3a38a36f,Mobile,Offline,2014-07-15,2021-04-01,2021-03-14,2021-04-01,9.0,1.0,70.88,895.48,"[ERKEK, AKTIFSPOR]",A
d33a270e-9ed3-11e9-9897-000d3a38a36f,Mobile,Offline,2013-02-06,2021-02-05,2020-05-02,2021-02-05,5.0,2.0,200.96,180.96,[ERKEK],A
5109d87e-184f-11ea-9213-000d3a38a36f,Android App,Android App,2019-10-09,2021-04-18,2021-04-18,2019-10-09,3.0,1.0,119.99,295.92,[],A
473f9476-250d-11ea-bf27-000d3a38a36f,Android App,Android App,2019-03-14,2020-06-09,2020-06-09,2020-01-21,1.0,2.0,190.73,59.99,[KADIN],A
390b0ac8-af03-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2018-01-06,2021-03-22,2021-03-22,2021-03-02,12.0,2.0,159.98,1431.43,"[COCUK, KADIN]",A
